event_type,field_path,spark_type,presence_count,event_count,presence_rate,sample_value,nullable,notes
IssuesEvent,payload.issue.user.following_url,STRING,225,225,1.0,"""https://api.github.com/users/prajoria/following{/other_user}""",False,
IssuesEvent,payload.issue.user.gists_url,STRING,225,225,1.0,"""https://api.github.com/users/prajoria/gists{/gist_id}""",False,
IssuesEvent,payload.issue.user.gravatar_id,STRING,225,225,1.0,"""""",False,
IssuesEvent,payload.issue.user.html_url,STRING,225,225,1.0,"""https://github.com/prajoria""",False,
IssuesEvent,payload.issue.user.id,BIGINT,225,225,1.0,15154143,False,
IssuesEvent,payload.issue.user.login,STRING,225,225,1.0,"""prajoria""",False,
IssuesEvent,payload.issue.user.node_id,STRING,225,225,1.0,"""MDQ6VXNlcjE1MTU0MTQz""",False,
IssuesEvent,payload.issue.user.organizations_url,STRING,225,225,1.0,"""https://api.github.com/users/prajoria/orgs""",False,
IssuesEvent,payload.issue.user.received_events_url,STRING,225,225,1.0,"""https://api.github.com/users/prajoria/received_events""",False,
IssuesEvent,payload.issue.user.repos_url,STRING,225,225,1.0,"""https://api.github.com/users/prajoria/repos""",False,
IssuesEvent,payload.issue.user.site_admin,BOOLEAN,225,225,1.0,false,False,
IssuesEvent,payload.issue.user.starred_url,STRING,225,225,1.0,"""https://api.github.com/users/prajoria/starred{/owner}{/repo}""",False,
IssuesEvent,payload.issue.user.subscriptions_url,STRING,225,225,1.0,"""https://api.github.com/users/prajoria/subscriptions""",False,
IssuesEvent,payload.issue.user.type,STRING,225,225,1.0,"""User""",False,
IssuesEvent,payload.issue.user.url,STRING,225,225,1.0,"""https://api.github.com/users/prajoria""",False,
IssuesEvent,payload.issue.user.user_view_type,STRING,225,225,1.0,"""public""",False,
IssuesEvent,payload.label,STRUCT,90,225,0.4,,False,
IssuesEvent,payload.label.color,STRING,90,225,0.4,"""c5def5""",False,
IssuesEvent,payload.label.default,BOOLEAN,90,225,0.4,false,False,
IssuesEvent,payload.label.description,STRING,90,225,0.4,"""""",True,explicit null in 18/90 present events
IssuesEvent,payload.label.id,BIGINT,90,225,0.4,11666162452,False,
IssuesEvent,payload.label.name,STRING,90,225,0.4,"""endpoint""",False,
IssuesEvent,payload.label.node_id,STRING,90,225,0.4,"""LA_kwDOQVcbSs8AAAACt1uDFA""",False,
IssuesEvent,payload.label.url,STRING,90,225,0.4,"""https://api.github.com/repos/prajoria/OpenBB/labels/endpoint""",False,
IssuesEvent,payload.labels,ARRAY<STRUCT>,90,225,0.4,,False,
IssuesEvent,payload.labels[],STRUCT,90,225,0.4,,False,
IssuesEvent,payload.labels[].color,STRING,90,225,0.4,"""fbca04""",False,
IssuesEvent,payload.labels[].default,BOOLEAN,90,225,0.4,false,False,
IssuesEvent,payload.labels[].description,STRING,90,225,0.4,"""Priority 2""",True,explicit null in 20/90 present events
IssuesEvent,payload.labels[].id,BIGINT,90,225,0.4,11514705930,False,
IssuesEvent,payload.labels[].name,STRING,90,225,0.4,"""p2""",False,
IssuesEvent,payload.labels[].node_id,STRING,90,225,0.4,"""LA_kwDOQVcbSs8AAAACrlR4Cg""",False,
IssuesEvent,payload.labels[].url,STRING,90,225,0.4,"""https://api.github.com/repos/prajoria/OpenBB/labels/p2""",False,
IssuesEvent,public,BOOLEAN,225,225,1.0,true,False,contract field
IssuesEvent,repo,STRUCT,225,225,1.0,,False,
IssuesEvent,repo.id,BIGINT,225,225,1.0,1096227658,False,contract field
IssuesEvent,repo.name,STRING,225,225,1.0,"""prajoria/OpenBB""",False,contract field
IssuesEvent,repo.url,STRING,225,225,1.0,"""https://api.github.com/repos/prajoria/OpenBB""",False,
IssuesEvent,type,STRING,225,225,1.0,"""IssuesEvent""",False,contract field
MemberEvent,actor,STRUCT,6,6,1.0,,False,
MemberEvent,actor.avatar_url,STRING,6,6,1.0,"""https://avatars.githubusercontent.com/u/91128858?""",False,
MemberEvent,actor.display_login,STRING,6,6,1.0,"""jacksonjkk""",False,
MemberEvent,actor.gravatar_id,STRING,6,6,1.0,"""""",False,
MemberEvent,actor.id,BIGINT,6,6,1.0,91128858,False,contract field
MemberEvent,actor.login,STRING,6,6,1.0,"""jacksonjkk""",False,contract field
MemberEvent,actor.url,STRING,6,6,1.0,"""https://api.github.com/users/jacksonjkk""",False,
MemberEvent,created_at,STRING,6,6,1.0,"""2026-07-29T15:49:30Z""",False,contract field
MemberEvent,id,STRING,6,6,1.0,"""12484705212""",False,contract field
MemberEvent,org,STRUCT,1,6,0.166667,,False,
MemberEvent,org.avatar_url,STRING,1,6,0.166667,"""https://avatars.githubusercontent.com/u/110488851?""",False,
MemberEvent,org.gravatar_id,STRING,1,6,0.166667,"""""",False,
MemberEvent,org.id,BIGINT,1,6,0.166667,110488851,False,contract field
MemberEvent,org.login,STRING,1,6,0.166667,"""CS1400-Snow-College""",False,contract field
MemberEvent,org.url,STRING,1,6,0.166667,"""https://api.github.com/orgs/CS1400-Snow-College""",False,
MemberEvent,payload,STRUCT,6,6,1.0,,False,
MemberEvent,payload.action,STRING,6,6,1.0,"""added""",False,contract field
MemberEvent,payload.member,STRUCT,6,6,1.0,,False,
MemberEvent,payload.member.avatar_url,STRING,6,6,1.0,"""https://avatars.githubusercontent.com/u/91128858?v=4""",False,
MemberEvent,payload.member.events_url,STRING,6,6,1.0,"""https://api.github.com/users/jacksonjkk/events{/privacy}""",False,
MemberEvent,payload.member.followers_url,STRING,6,6,1.0,"""https://api.github.com/users/jacksonjkk/followers""",False,
MemberEvent,payload.member.following_url,STRING,6,6,1.0,"""https://api.github.com/users/jacksonjkk/following{/other_user}""",False,
MemberEvent,payload.member.gists_url,STRING,6,6,1.0,"""https://api.github.com/users/jacksonjkk/gists{/gist_id}""",False,
MemberEvent,payload.member.gravatar_id,STRING,6,6,1.0,"""""",False,
MemberEvent,payload.member.html_url,STRING,6,6,1.0,"""https://github.com/jacksonjkk""",False,
MemberEvent,payload.member.id,BIGINT,6,6,1.0,91128858,False,
MemberEvent,payload.member.login,STRING,6,6,1.0,"""jacksonjkk""",False,
MemberEvent,payload.member.node_id,STRING,6,6,1.0,"""MDQ6VXNlcjkxMTI4ODU4""",False,
MemberEvent,payload.member.organizations_url,STRING,6,6,1.0,"""https://api.github.com/users/jacksonjkk/orgs""",False,
MemberEvent,payload.member.received_events_url,STRING,6,6,1.0,"""https://api.github.com/users/jacksonjkk/received_events""",False,
MemberEvent,payload.member.repos_url,STRING,6,6,1.0,"""https://api.github.com/users/jacksonjkk/repos""",False,
MemberEvent,payload.member.site_admin,BOOLEAN,6,6,1.0,false,False,
MemberEvent,payload.member.starred_url,STRING,6,6,1.0,"""https://api.github.com/users/jacksonjkk/starred{/owner}{/repo}""",False,
MemberEvent,payload.member.subscriptions_url,STRING,6,6,1.0,"""https://api.github.com/users/jacksonjkk/subscriptions""",False,
MemberEvent,payload.member.type,STRING,6,6,1.0,"""User""",False,
MemberEvent,payload.member.url,STRING,6,6,1.0,"""https://api.github.com/users/jacksonjkk""",False,
MemberEvent,payload.member.user_view_type,STRING,6,6,1.0,"""public""",False,
MemberEvent,public,BOOLEAN,6,6,1.0,true,False,contract field
MemberEvent,repo,STRUCT,6,6,1.0,,False,
MemberEvent,repo.id,BIGINT,6,6,1.0,1299190382,False,contract field
MemberEvent,repo.name,STRING,6,6,1.0,"""Hamba12p/finny-demo""",False,contract field
MemberEvent,repo.url,STRING,6,6,1.0,"""https://api.github.com/repos/Hamba12p/finny-demo""",False,
MemberEvent,type,STRING,6,6,1.0,"""MemberEvent""",False,contract field
PublicEvent,actor,STRUCT,1,1,1.0,,False,
PublicEvent,actor.avatar_url,STRING,1,1,1.0,"""https://avatars.githubusercontent.com/u/233914181?""",False,
PublicEvent,actor.display_login,STRING,1,1,1.0,"""nguyenkhoinguyenn352-tech""",False,
PublicEvent,actor.gravatar_id,STRING,1,1,1.0,"""""",False,
PublicEvent,actor.id,BIGINT,1,1,1.0,233914181,False,contract field
PublicEvent,actor.login,STRING,1,1,1.0,"""nguyenkhoinguyenn352-tech""",False,contract field
PublicEvent,actor.url,STRING,1,1,1.0,"""https://api.github.com/users/nguyenkhoinguyenn352-tech""",False,
PublicEvent,created_at,STRING,1,1,1.0,"""2026-07-26T15:22:28Z""",False,contract field
PublicEvent,id,STRING,1,1,1.0,"""12314582274""",False,contract field
PublicEvent,payload,STRUCT,1,1,1.0,,False,
PublicEvent,public,BOOLEAN,1,1,1.0,true,False,contract field
PublicEvent,repo,STRUCT,1,1,1.0,,False,
PublicEvent,repo.id,BIGINT,1,1,1.0,1312912788,False,contract field
PublicEvent,repo.name,STRING,1,1,1.0,"""nguyenkhoinguyenn352-tech/module6.4""",False,contract field
PublicEvent,repo.url,STRING,1,1,1.0,"""https://api.github.com/repos/nguyenkhoinguyenn352-tech/module6.4""",False,
PublicEvent,type,STRING,1,1,1.0,"""PublicEvent""",False,contract field
PullRequestEvent,actor,STRUCT,567,567,1.0,,False,
PullRequestEvent,actor.avatar_url,STRING,567,567,1.0,"""https://avatars.githubusercontent.com/u/427321?""",False,
PullRequestEvent,actor.display_login,STRING,567,567,1.0,"""awick""",False,
PullRequestEvent,actor.gravatar_id,STRING,567,567,1.0,"""""",False,
PullRequestEvent,actor.id,BIGINT,567,567,1.0,427321,False,contract field
PullRequestEvent,actor.login,STRING,567,567,1.0,"""awick""",False,contract field
PullRequestEvent,actor.url,STRING,567,567,1.0,"""https://api.github.com/users/awick""",False,
PullRequestEvent,created_at,STRING,567,567,1.0,"""2026-07-29T15:00:02Z""",False,contract field
PullRequestEvent,id,STRING,567,567,1.0,"""12481892293""",False,contract field
PullRequestEvent,org,STRUCT,209,567,0.368607,,False,
PullRequestEvent,org.avatar_url,STRING,209,567,0.368607,"""https://avatars.githubusercontent.com/u/71138764?""",False,
PullRequestEvent,org.gravatar_id,STRING,209,567,0.368607,"""""",False,
PullRequestEvent,org.id,BIGINT,209,567,0.368607,71138764,False,contract field
PullRequestEvent,org.login,STRING,209,567,0.368607,"""arkime""",False,contract field
PullRequestEvent,org.url,STRING,209,567,0.368607,"""https://api.github.com/orgs/arkime""",False,
PullRequestEvent,payload,STRUCT,567,567,1.0,,False,
PullRequestEvent,payload.action,STRING,567,567,1.0,"""merged""",False,contract field
PullRequestEvent,payload.assignee,STRUCT,2,567,0.003527,,False,
PullRequestEvent,payload.assignee.avatar_url,STRING,2,567,0.003527,"""https://avatars.githubusercontent.com/in/1143301?v=4""",False,
PullRequestEvent,payload.assignee.events_url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot/events{/privacy}""",False,
PullRequestEvent,payload.assignee.followers_url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot/followers""",False,
PullRequestEvent,payload.assignee.following_url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot/following{/other_user}""",False,
PullRequestEvent,payload.assignee.gists_url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot/gists{/gist_id}""",False,
PullRequestEvent,payload.assignee.gravatar_id,STRING,2,567,0.003527,"""""",False,
PullRequestEvent,payload.assignee.html_url,STRING,2,567,0.003527,"""https://github.com/apps/copilot-swe-agent""",False,
PullRequestEvent,payload.assignee.id,BIGINT,2,567,0.003527,198982749,False,
PullRequestEvent,payload.assignee.login,STRING,2,567,0.003527,"""Copilot""",False,
PullRequestEvent,payload.assignee.node_id,STRING,2,567,0.003527,"""BOT_kgDOC9w8XQ""",False,
PullRequestEvent,payload.assignee.organizations_url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot/orgs""",False,
PullRequestEvent,payload.assignee.received_events_url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot/received_events""",False,
PullRequestEvent,payload.assignee.repos_url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot/repos""",False,
PullRequestEvent,payload.assignee.site_admin,BOOLEAN,2,567,0.003527,false,False,
PullRequestEvent,payload.assignee.starred_url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot/starred{/owner}{/repo}""",False,
PullRequestEvent,payload.assignee.subscriptions_url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot/subscriptions""",False,
PullRequestEvent,payload.assignee.type,STRING,2,567,0.003527,"""Bot""",False,
PullRequestEvent,payload.assignee.url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot""",False,
PullRequestEvent,payload.assignee.user_view_type,STRING,2,567,0.003527,"""public""",False,
PullRequestEvent,payload.assignees,ARRAY<STRUCT>,2,567,0.003527,,False,
PullRequestEvent,payload.assignees[],STRUCT,2,567,0.003527,,False,
PullRequestEvent,payload.assignees[].avatar_url,STRING,2,567,0.003527,"""https://avatars.githubusercontent.com/in/1143301?v=4""",False,
PullRequestEvent,payload.assignees[].events_url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot/events{/privacy}""",False,
PullRequestEvent,payload.assignees[].followers_url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot/followers""",False,
PullRequestEvent,payload.assignees[].following_url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot/following{/other_user}""",False,
PullRequestEvent,payload.assignees[].gists_url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot/gists{/gist_id}""",False,
PullRequestEvent,payload.assignees[].gravatar_id,STRING,2,567,0.003527,"""""",False,
PullRequestEvent,payload.assignees[].html_url,STRING,2,567,0.003527,"""https://github.com/apps/copilot-swe-agent""",False,
PullRequestEvent,payload.assignees[].id,BIGINT,2,567,0.003527,198982749,False,
PullRequestEvent,payload.assignees[].login,STRING,2,567,0.003527,"""Copilot""",False,
PullRequestEvent,payload.assignees[].node_id,STRING,2,567,0.003527,"""BOT_kgDOC9w8XQ""",False,
PullRequestEvent,payload.assignees[].organizations_url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot/orgs""",False,
PullRequestEvent,payload.assignees[].received_events_url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot/received_events""",False,
PullRequestEvent,payload.assignees[].repos_url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot/repos""",False,
PullRequestEvent,payload.assignees[].site_admin,BOOLEAN,2,567,0.003527,false,False,
PullRequestEvent,payload.assignees[].starred_url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot/starred{/owner}{/repo}""",False,
PullRequestEvent,payload.assignees[].subscriptions_url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot/subscriptions""",False,
PullRequestEvent,payload.assignees[].type,STRING,2,567,0.003527,"""Bot""",False,
PullRequestEvent,payload.assignees[].url,STRING,2,567,0.003527,"""https://api.github.com/users/Copilot""",False,
PullRequestEvent,payload.assignees[].user_view_type,STRING,2,567,0.003527,"""public""",False,
PullRequestEvent,payload.label,STRUCT,157,567,0.276896,,True,explicit null in 1/157 present events
PullRequestEvent,payload.label.color,STRING,156,567,0.275132,"""168700""",False,
PullRequestEvent,payload.label.default,BOOLEAN,156,567,0.275132,false,False,
PullRequestEvent,payload.label.description,STRING,156,567,0.275132,"""Pull requests that update javascript code""",True,explicit null in 38/156 present events
PullRequestEvent,payload.label.id,BIGINT,156,567,0.275132,11608904135,False,
PullRequestEvent,payload.label.name,STRING,156,567,0.275132,"""javascript""",False,
PullRequestEvent,payload.label.node_id,STRING,156,567,0.275132,"""LA_kwDOKGm0_c8AAAACs_HRxw""",False,
PullRequestEvent,payload.label.url,STRING,156,567,0.275132,"""https://api.github.com/repos/naffiziqbal/fashion-marketplace-client/labels/javascript""",False,
PullRequestEvent,payload.labels,ARRAY<EMPTY>|ARRAY<STRUCT>,157,567,0.276896,,False,inconsistent types
PullRequestEvent,payload.labels[],STRUCT,156,567,0.275132,,False,
PullRequestEvent,payload.labels[].color,STRING,156,567,0.275132,"""0366d6""",False,
PullRequestEvent,payload.labels[].default,BOOLEAN,156,567,0.275132,false,False,
PullRequestEvent,payload.labels[].description,STRING,156,567,0.275132,"""Pull requests that update a dependency file""",True,explicit null in 43/156 present events
PullRequestEvent,payload.labels[].id,BIGINT,156,567,0.275132,11608904121,False,
PullRequestEvent,payload.labels[].name,STRING,156,567,0.275132,"""dependencies""",False,
PullRequestEvent,payload.labels[].node_id,STRING,156,567,0.275132,"""LA_kwDOKGm0_c8AAAACs_HRuQ""",False,
PullRequestEvent,payload.labels[].url,STRING,156,567,0.275132,"""https://api.github.com/repos/naffiziqbal/fashion-marketplace-client/labels/dependencies""",False,
PullRequestEvent,payload.number,BIGINT,567,567,1.0,4166,False,
PullRequestEvent,payload.pull_request,STRUCT,567,567,1.0,,False,
PullRequestEvent,payload.pull_request.base,STRUCT,567,567,1.0,,False,
PullRequestEvent,payload.pull_request.base.ref,STRING,567,567,1.0,"""main""",False,
PullRequestEvent,payload.pull_request.base.repo,STRUCT,567,567,1.0,,False,
PullRequestEvent,payload.pull_request.base.repo.id,BIGINT,567,567,1.0,4927517,False,
PullRequestEvent,payload.pull_request.base.repo.name,STRING,567,567,1.0,"""arkime""",False,
PullRequestEvent,payload.pull_request.base.repo.url,STRING,567,567,1.0,"""https://api.github.com/repos/arkime/arkime""",False,
PullRequestEvent,payload.pull_request.base.sha,STRING,567,567,1.0,"""8f67b17bed65893f50b0b07b0b52e5ff121570bf""",False,
PullRequestEvent,payload.pull_request.head,STRUCT,567,567,1.0,,False,
PullRequestEvent,payload.pull_request.head.ref,STRING,567,567,1.0,"""node-22.23.2""",False,
PullRequestEvent,payload.pull_request.head.repo,STRUCT,567,567,1.0,,False,
PullRequestEvent,payload.pull_request.head.repo.id,BIGINT,567,567,1.0,4927517,False,
PullRequestEvent,payload.pull_request.head.repo.name,STRING,567,567,1.0,"""arkime""",False,
PullRequestEvent,payload.pull_request.head.repo.url,STRING,567,567,1.0,"""https://api.github.com/repos/arkime/arkime""",False,
PullRequestEvent,payload.pull_request.head.sha,STRING,567,567,1.0,"""d4eac641747883fe4844409612d25b67137c637a""",False,
PullRequestEvent,payload.pull_request.id,BIGINT,567,567,1.0,4161531446,False,contract field
PullRequestEvent,payload.pull_request.number,BIGINT,567,567,1.0,4166,False,contract field
PullRequestEvent,payload.pull_request.url,STRING,567,567,1.0,"""https://api.github.com/repos/arkime/arkime/pulls/4166""",False,
PullRequestEvent,public,BOOLEAN,567,567,1.0,true,False,contract field
PullRequestEvent,repo,STRUCT,567,567,1.0,,False,
PullRequestEvent,repo.id,BIGINT,567,567,1.0,4927517,False,contract field
PullRequestEvent,repo.name,STRING,567,567,1.0,"""arkime/arkime""",False,contract field
PullRequestEvent,repo.url,STRING,567,567,1.0,"""https://api.github.com/repos/arkime/arkime""",False,
PullRequestEvent,type,STRING,567,567,1.0,"""PullRequestEvent""",False,contract field
PullRequestReviewCommentEvent,actor,STRUCT,130,130,1.0,,False,
PullRequestReviewCommentEvent,actor.avatar_url,STRING,130,130,1.0,"""https://avatars.githubusercontent.com/u/199175422?""",False,
PullRequestReviewCommentEvent,actor.display_login,STRING,130,130,1.0,"""chatgpt-codex-connector""",False,
PullRequestReviewCommentEvent,actor.gravatar_id,STRING,130,130,1.0,"""""",False,
PullRequestReviewCommentEvent,actor.id,BIGINT,130,130,1.0,199175422,False,contract field
PullRequestReviewCommentEvent,actor.login,STRING,130,130,1.0,"""chatgpt-codex-connector[bot]""",False,contract field
PullRequestReviewCommentEvent,actor.url,STRING,130,130,1.0,"""https://api.github.com/users/chatgpt-codex-connector[bot]""",False,
PullRequestReviewCommentEvent,created_at,STRING,130,130,1.0,"""2026-07-29T15:03:51Z""",False,contract field
PullRequestReviewCommentEvent,id,STRING,130,130,1.0,"""12482113138""",False,contract field
PullRequestReviewCommentEvent,org,STRUCT,80,130,0.615385,,False,
PullRequestReviewCommentEvent,org.avatar_url,STRING,80,130,0.615385,"""https://avatars.githubusercontent.com/u/273360816?""",False,
PullRequestReviewCommentEvent,org.gravatar_id,STRING,80,130,0.615385,"""""",False,
PullRequestReviewCommentEvent,org.id,BIGINT,80,130,0.615385,273360816,False,contract field
PullRequestReviewCommentEvent,org.login,STRING,80,130,0.615385,"""szl-holdings""",False,contract field
PullRequestReviewCommentEvent,org.url,STRING,80,130,0.615385,"""https://api.github.com/orgs/szl-holdings""",False,
PullRequestReviewCommentEvent,payload,STRUCT,130,130,1.0,,False,
PullRequestReviewCommentEvent,payload.action,STRING,130,130,1.0,"""created""",False,contract field
PullRequestReviewCommentEvent,payload.comment,STRUCT,130,130,1.0,,False,
PullRequestReviewCommentEvent,payload.comment._links,STRUCT,130,130,1.0,,False,
PullRequestReviewCommentEvent,payload.comment._links.html,STRUCT,130,130,1.0,,False,
PullRequestReviewCommentEvent,payload.comment._links.html.href,STRING,130,130,1.0,"""https://github.com/szl-holdings/a11oy/pull/1175#discussion_r3675520971""",False,
PullRequestReviewCommentEvent,payload.comment._links.pull_request,STRUCT,130,130,1.0,,False,
PullRequestReviewCommentEvent,payload.comment._links.pull_request.href,STRING,130,130,1.0,"""https://api.github.com/repos/szl-holdings/a11oy/pulls/1175""",False,
PullRequestReviewCommentEvent,payload.comment._links.self,STRUCT,130,130,1.0,,False,
PullRequestReviewCommentEvent,payload.comment._links.self.href,STRING,130,130,1.0,"""https://api.github.com/repos/szl-holdings/a11oy/pulls/comments/3675520971""",False,
PullRequestReviewCommentEvent,payload.comment.body,STRING,130,130,1.0,"""**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub></sub>  Trigger th…",False,
PullRequestReviewCommentEvent,payload.comment.commit_id,STRING,130,130,1.0,"""7b47f713bda828044500753c3d22b1e8becf93cb""",False,
PullRequestReviewCommentEvent,payload.comment.created_at,STRING,130,130,1.0,"""2026-07-29T15:03:51Z""",False,
PullRequestReviewCommentEvent,payload.comment.diff_hunk,STRING,130,130,1.0,"""@@ -35,9 +55,26 @@ def test_hf_sync_is_the_permanent_source_derived_authority():\n     assert \""5b…",False,
PullRequestReviewCommentEvent,payload.comment.html_url,STRING,130,130,1.0,"""https://github.com/szl-holdings/a11oy/pull/1175#discussion_r3675520971""",False,
PullRequestReviewCommentEvent,payload.comment.id,BIGINT,130,130,1.0,3675520971,False,
PullRequestReviewCommentEvent,payload.comment.in_reply_to_id,BIGINT,35,130,0.269231,3672436035,False,
PullRequestReviewCommentEvent,payload.comment.node_id,STRING,130,130,1.0,"""PRRC_kwDOSRC-js7bE__L""",False,
PullRequestReviewCommentEvent,payload.comment.original_commit_id,STRING,130,130,1.0,"""7b47f713bda828044500753c3d22b1e8becf93cb""",False,
PullRequestReviewCommentEvent,payload.comment.original_position,BIGINT,130,130,1.0,40,False,
PullRequestReviewCommentEvent,payload.comment.path,STRING,130,130,1.0,"""tests/test_hf_one_shots_retired.py""",False,
PullRequestReviewCommentEvent,payload.comment.position,BIGINT,130,130,1.0,40,False,
PullRequestReviewCommentEvent,payload.comment.pull_request_review_id,BIGINT,130,130,1.0,4809789910,False,
PullRequestReviewCommentEvent,payload.comment.pull_request_url,STRING,130,130,1.0,"""https://api.github.com/repos/szl-holdings/a11oy/pulls/1175""",False,
PullRequestReviewCommentEvent,payload.comment.reactions,STRUCT,130,130,1.0,,False,
PullRequestReviewCommentEvent,payload.comment.reactions.+1,BIGINT,130,130,1.0,0,False,
PullRequestReviewCommentEvent,payload.comment.reactions.-1,BIGINT,130,130,1.0,0,False,
PullRequestReviewCommentEvent,payload.comment.reactions.confused,BIGINT,130,130,1.0,0,False,
PullRequestReviewCommentEvent,payload.comment.reactions.eyes,BIGINT,130,130,1.0,0,False,
PullRequestReviewCommentEvent,payload.comment.reactions.heart,BIGINT,130,130,1.0,0,False,
PullRequestReviewCommentEvent,payload.comment.reactions.hooray,BIGINT,130,130,1.0,0,False,
PullRequestReviewCommentEvent,payload.comment.reactions.laugh,BIGINT,130,130,1.0,0,False,
PullRequestReviewCommentEvent,payload.comment.reactions.rocket,BIGINT,130,130,1.0,0,False,
PullRequestReviewCommentEvent,payload.comment.reactions.total_count,BIGINT,130,130,1.0,0,False,
PullRequestReviewCommentEvent,payload.comment.reactions.url,STRING,130,130,1.0,"""https://api.github.com/repos/szl-holdings/a11oy/pulls/comments/3675520971/reactions""",False,
PullRequestReviewCommentEvent,payload.comment.subject_type,STRING,130,130,1.0,"""line""",False,
PullRequestReviewCommentEvent,payload.comment.updated_at,STRING,130,130,1.0,"""2026-07-29T15:03:51Z""",False,
PullRequestReviewCommentEvent,payload.comment.url,STRING,130,130,1.0,"""https://api.github.com/repos/szl-holdings/a11oy/pulls/comments/3675520971""",False,
PullRequestReviewCommentEvent,payload.comment.user,STRUCT,130,130,1.0,,False,
PullRequestReviewCommentEvent,payload.comment.user.avatar_url,STRING,130,130,1.0,"""https://avatars.githubusercontent.com/in/1144995?v=4""",False,
PullRequestReviewCommentEvent,payload.comment.user.events_url,STRING,130,130,1.0,"""https://api.github.com/users/chatgpt-codex-connector%5Bbot%5D/events{/privacy}""",False,
PullRequestReviewCommentEvent,payload.comment.user.followers_url,STRING,130,130,1.0,"""https://api.github.com/users/chatgpt-codex-connector%5Bbot%5D/followers""",False,
PullRequestReviewCommentEvent,payload.comment.user.following_url,STRING,130,130,1.0,"""https://api.github.com/users/chatgpt-codex-connector%5Bbot%5D/following{/other_user}""",False,
PullRequestReviewCommentEvent,payload.comment.user.gists_url,STRING,130,130,1.0,"""https://api.github.com/users/chatgpt-codex-connector%5Bbot%5D/gists{/gist_id}""",False,
PullRequestReviewCommentEvent,payload.comment.user.gravatar_id,STRING,130,130,1.0,"""""",False,
PullRequestReviewCommentEvent,payload.comment.user.html_url,STRING,130,130,1.0,"""https://github.com/apps/chatgpt-codex-connector""",False,
PullRequestReviewCommentEvent,payload.comment.user.id,BIGINT,130,130,1.0,199175422,False,
PullRequestReviewCommentEvent,payload.comment.user.login,STRING,130,130,1.0,"""chatgpt-codex-connector[bot]""",False,
PullRequestReviewCommentEvent,payload.comment.user.node_id,STRING,130,130,1.0,"""BOT_kgDOC98s_g""",False,
PullRequestReviewCommentEvent,payload.comment.user.organizations_url,STRING,130,130,1.0,"""https://api.github.com/users/chatgpt-codex-connector%5Bbot%5D/orgs""",False,
PullRequestReviewCommentEvent,payload.comment.user.received_events_url,STRING,130,130,1.0,"""https://api.github.com/users/chatgpt-codex-connector%5Bbot%5D/received_events""",False,
PullRequestReviewCommentEvent,payload.comment.user.repos_url,STRING,130,130,1.0,"""https://api.github.com/users/chatgpt-codex-connector%5Bbot%5D/repos""",False,
PullRequestReviewCommentEvent,payload.comment.user.site_admin,BOOLEAN,130,130,1.0,false,False,
PullRequestReviewCommentEvent,payload.comment.user.starred_url,STRING,130,130,1.0,"""https://api.github.com/users/chatgpt-codex-connector%5Bbot%5D/starred{/owner}{/repo}""",False,
PullRequestReviewCommentEvent,payload.comment.user.subscriptions_url,STRING,130,130,1.0,"""https://api.github.com/users/chatgpt-codex-connector%5Bbot%5D/subscriptions""",False,
PullRequestReviewCommentEvent,payload.comment.user.type,STRING,130,130,1.0,"""Bot""",False,
PullRequestReviewCommentEvent,payload.comment.user.url,STRING,130,130,1.0,"""https://api.github.com/users/chatgpt-codex-connector%5Bbot%5D""",False,
PullRequestReviewCommentEvent,payload.comment.user.user_view_type,STRING,130,130,1.0,"""public""",False,
PullRequestReviewCommentEvent,payload.pull_request,STRUCT,130,130,1.0,,False,
PullRequestReviewCommentEvent,payload.pull_request.base,STRUCT,130,130,1.0,,False,
PullRequestReviewCommentEvent,payload.pull_request.base.ref,STRING,130,130,1.0,"""main""",False,
PullRequestReviewCommentEvent,payload.pull_request.base.repo,STRUCT,130,130,1.0,,False,
PullRequestReviewCommentEvent,payload.pull_request.base.repo.id,BIGINT,130,130,1.0,1225834126,False,
PullRequestReviewCommentEvent,payload.pull_request.base.repo.name,STRING,130,130,1.0,"""a11oy""",False,
PullRequestReviewCommentEvent,payload.pull_request.base.repo.url,STRING,130,130,1.0,"""https://api.github.com/repos/szl-holdings/a11oy""",False,
